資產類別,資產名稱,威脅,威脅說明,威脅 Reference,威脅源,威脅源說明,威脅源 Reference,弱點,弱點說明,弱點 Reference
實體,建築保護設施 (發電機),5. 輸出電力不穩 (Unstable power output),發電機的電壓或頻率不穩定，可能損害後端連接的精密資訊設備。,"ISO/IEC 27005, A.10, TO01",結構性因素,發電機的自動電壓調節器(AVR)故障。,"NIST SP 800-30, D-2",未定期進行電力品質檢測,在發電機負載測試時，未使用電力分析儀來檢測其輸出的電壓、頻率、諧波是否穩定。,"CNS 27001, A.7.3"
實體,建築保護設施 (發電機),6. 遭竊或惡意破壞 (Theft or malicious destruction),發電機或其重要零件（如電瓶、銅線）被竊，或遭心懷不滿的員工惡意破壞。,"ISO/IEC 27005, A.10, TH06",外部攻擊者 / 敵對內部人員,竊賊潛入發電機房，偷走電瓶並抽走所有柴油。,"NIST SP 800-30, D-2",發電機房的實體安全防護不足,發電機房未上鎖，或未納入保全系統的監控範圍。,"CNS 27001, A.7.1"
實體,建築保護設施 (發電機),7. 環境污染與噪音 (Environmental pollution and noise),發電機運轉時產生的廢氣與噪音，不符合環保法規，可能遭到鄰居抗議或主管機關開罰。,"ISO/IEC 27005, A.10, TL01",結構性因素,發電機未安裝有效的廢氣處理與隔音設施。,"NIST SP 800-30, D-2",未遵循環保法規要求,在安裝發電機時，未考慮其對周遭環境的影響與相關法規。,"CNS 27001, A.5.32"
實體,建築保護設施 (發電機),8. 維護不當 (Improper maintenance),維護廠商使用了錯誤型號的機油、濾心，或在維護過程中操作不當，反而導致發電機損壞。,"ISO/IEC 27005, A.10, TI03",供應商 (意外),維護人員忘記鎖緊機油蓋，導致發電機運轉時機油噴濺。,"NIST SP 800-30, G-4",供應商評選與管理不足,未選擇具備合格證照與良好信譽的發電機維護廠商，也未對其維護過程進行監督。,"CNS 27001, A.5.21"
實體,建築保護設施 (發電機),9. 消防安全風險 (Fire hazard),發電機房違規堆放易燃物，或燃油管線洩漏，增加了火災的風險。,"ISO/IEC 27005, A.10, TP01",內部人員 (意外),員工將油漆、溶劑易燃品暫放在發電機房內。,"NIST SP 800-30, G-4",發電機房管理不當,未將發電機房列為禁菸與禁止存放易燃物的管制區域。,"CNS 27001, A.7.3"
實體,建築保護設施 (發電機),10. 火災或水損 (Fire or water damage),發電機房本身發生火災或淹水，直接損毀了作為電力最後一道防線的關鍵設備。,"ISO/IEC 27005, A.10, TP01",環境因素,暴雨導致地下室的發電機房淹水。,"NIST SP 800-30, D-2",發電機房的環境防護不足,發電機房未設置足夠的防水、防火設施。,"CNS 27001, A.7.3"
人員,內部人員 (系統管理員),1. 特權帳號濫用 (Abuse of privileged access),系統管理員利用其root或Administrator權限，存取其職務無關的敏感資料（如薪資、人事、研發成果）。,"ISO/IEC 27005, A.10, TH07",敵對的內部人員,出於好奇心或惡意，網管人員登入人資系統的資料庫，查詢高階主管的薪資。,"NIST SP 800-30, D-2",缺乏對特權帳號活動的監控,沒有部署特權帳號管理(PAM)系統，無法對管理員的操作進行側錄、審核或即時告警。,"CNS 27001, A.8.15"
人員,內部人員 (系統管理員),2. 系統設定錯誤 (System misconfiguration),因疏忽、不熟悉或便宜行事，在設定伺服器、防火牆或應用程式時，產生安全漏洞，例如開放不必要的埠或使用預設密碼。,"ISO/IEC 27005, A.10, TI03",內部人員 (意外),管理員為了解決一個網路問題，暫時將防火牆規則設為 any-any-allow，但事後忘記改回來。,"NIST SP 800-30, G-4",缺乏變更管理與審核程序,任何重要的組態變更，都未經第二人審核(Peer Review)或在測試環境中先行驗證即直接上線。,"CNS 27001, A.8.32"
人員,內部人員 (系統管理員),3. 建立後門帳號 (Creation of backdoor accounts),惡意管理員在系統中建立隱密的、未被記錄的高權限帳號，以便在離職後或未來某個時間點能非法登入系統。,"ISO/IEC 27005, A.10, TH10",敵對的內部人員,即將離職的網管人員，在Active Directory中建立了一個看似正常的服務帳號，但將其加入了網域管理員群組。,"NIST SP 800-30, D-2",未定期進行帳號與權限審核,缺乏定期（如每季）審查所有系統帳號及其權限的機制，無法發現未經授權或異常的帳號。,"CNS 27001, A.5.18"
人員,內部人員 (系統管理員),4. 惡意破壞或刪除資料 (Malicious destruction or deletion of data),出於報復或其他動機，系統管理員利用其權限，刪除關鍵系統、設定檔、資料庫或備份資料。,"ISO/IEC 27005, A.10, TH08",敵對的內部人員,被解雇的網管人員，在權限被移除前，登入備份系統刪除了所有備份集。,"NIST SP 800-30, D-2",缺乏職責區隔與不可變儲存,備份管理員的權限過大，且備份儲存設備未啟用防寫(WORM)或不可變(Immutable)功能。,"CNS 27001, A.5.15"
人員,內部人員 (系統管理員),5. 關閉或繞過安全管制措施 (Disabling or bypassing security controls),為了維護方便或測試，暫時停用了防毒軟體、稽核日誌或防火牆規則，但事後未恢復，形成防護空窗。,"ISO/IEC 27005, A.10, TI03",內部人員 (意外),管理員為安裝一個未經認證的軟體，暫時關閉了伺服器的防毒軟體，但安裝完後忘記重新開啟。,"NIST SP 800-30, G-4",安全系統的組態變更未受監控,未部署能夠監控並告警安全系統（如防毒主控台）設定被變更的機制。,"CNS 27001, A.8.16"
人員,內部人員 (系統管理員),6. 憑證或金鑰管理不當 (Improper credential or key management),將共用的管理員密碼、SSH金鑰、API金鑰，以明文儲存在桌面文字檔或共享文件中，導致容易外洩。,"ISO/IEC 27005, A.10, TH07",內部人員 (意外),IT團隊為了方便交接，將所有伺服器的root密碼記錄在一個共享的Excel檔案中。,"NIST SP 800-30, G-4",缺乏安全的機敏資訊管理工具,未導入企業級的密碼管理器或金鑰庫(Vault)，來安全地儲存、分享與稽核特權帳號的憑證。,"CNS 27001, A.8.26"
人員,內部人員 (系統管理員),7. 遭受更進階的社交工程攻擊 (Target of advanced social engineering),攻擊者看準系統管理員擁有高權限，對其發動魚叉式釣魚或CEO詐騙，誘使其執行惡意程式或提供權限。,"ISO/IEC 27005, A.10, TI02",外部攻擊者,攻擊者偽冒成資安廠商，寄送一份看似正常的安全更新通知給IT管理員，但附件中含有惡意軟體。,"NIST SP 800-30, D-2",特權使用者缺乏額外的安全防護,未對系統管理員高風險人員的電腦與帳號，實施更嚴格的管控（如應用程式白名單、上網限制）。,"CNS 27001, A.6.3"
人員,內部人員 (系統管理員),8. 技能不足或訓練不足 (Insufficient skills or training),管理員因不熟悉新技術或缺乏安全訓練，在部署或維護新系統（如雲端、容器）時，採用了不安全的架構或設定。,"ISO/IEC 27005, A.10, TI03",內部人員 (意外),管理員在設定雲端儲存(S3)時，不了解其權限模型，錯誤地將存取權限設為「公開」。,"NIST SP 800-30, G-4",缺乏持續性的專業技能培訓,未提供IT人員足夠的資源與時間，來學習日新月異的技術及其對應的安全最佳實踐。,"CNS 27001, A.6.3"
人員,內部人員 (系統管理員),9. 工作過勞導致疏失 (Errors due to burnout or fatigue),因長期工作量過大、頻繁處理緊急事件，導致管理員在精神不濟的情況下進行高風險操作，發生失誤。,"ISO/IEC 27005, A.10, TI03",內部人員 (意外),在半夜進行系統維護的管理員，因過於疲勞，在下指令時選錯了目標伺服器，刪除了生產資料庫。,"NIST SP 800-30, G-4",缺乏高風險操作的覆核機制,對於刪除資料庫、修改核心網路設定高風險操作，未要求必須有第二位管理員在場進行覆核。,"CNS 27001, A.8.32"
人員,內部人員 (系統管理員),10. 設備報廢處理不當 (Improper disposal of decommissioned equipment),在汰換伺服器或網路設備時，未確實清除設備上的設定檔與資料，即將其轉售或丟棄，導致資訊外洩。,"ISO/IEC 27005, A.10, TH07",內部人員 (意外),IT人員僅對硬碟執行快速格式化，而非使用專業工具進行多次覆寫，殘存資料仍可被回復。,"NIST SP 800-30, G-4",缺乏媒體銷毀與設備報廢程序,沒有明確的政策與程序，規範不同類型的儲存媒體與硬體設備應如何進行汰除與銷毀。,"CNS 27001, A.7.10"
人員,內部人員 (主管),1. 遭受捕鯨式攻擊 (Whaling attack),攻擊者冒充更高層主管或重要客戶，對特定主管發動魚叉式釣魚攻擊，利用其職權來誘騙其匯款或洩漏商業機密。,"ISO/IEC 27005, A.10, TI02",外部攻擊者,財務主管收到一封偽裝成CEO寄來的郵件，要求緊急將一筆款項匯至一個陌生帳戶以完成秘密收購案。,"NIST SP 800-30, D-2",主管人員資安意識不足,未針對高階主管面臨的特定威脅（如CEO詐騙），進行專門的資安意識教育訓練。,"CNS 27001, A.6.3"
人員,內部人員 (主管),2. 密碼共享 (Password sharing),主管為圖方便，將自己的高權限帳號密碼告知助理或部屬，以便代理處理簽核或收發郵件事務，破壞了帳號的究責性。,"ISO/IEC 27005, A.10, TI01",內部人員 (意外),主管休假時，請助理使用自己的帳號密碼登入ERP系統簽核緊急文件。,"NIST SP 800-30, G-4",缺乏安全政策與使用者認知,員工不了解密碼共享的風險，且公司政策未明確禁止此類行為，也未提供安全的代理人設定功能。,"CNS 27001, A.5.16"
人員,內部人員 (主管),3. 利用職權施壓，要求規避政策 (Exerting pressure to bypass policy),主管為了趕業績或求方便，要求IT人員為其或其部屬開設不符合資安政策的權限，或關閉特定的安全管制。,"ISO/IEC 27005, A.10, TI01",內部人員 (意外/惡意),業務主管為了讓新來的廠商能快速作業，要求IT立即為其開通VPN，繞過了正常的廠商評估流程。,"NIST SP 800-30, D-2",缺乏有效的政策例外申請與審核流程,沒有一個正式、透明的流程來處理政策的例外狀況，導致IT人員需承受來自管理層的壓力。,"CNS 27001, A.5.34"
人員,內部人員 (主管),4. 公務機敏資料處理不當 (Mishandling of sensitive business data),主管使用個人電子郵件、即時通訊軟體或雲端硬碟，來傳輸或儲存公司的商業機密、財務報表或策略文件。,"ISO/IEC 27005, A.10, TH07",內部人員 (意外),主管為了能在家裡繼續辦公，將一份重要的合約草案用個人的Gmail寄給自己。,"NIST SP 800-30, G-4",缺乏資料外洩防護(DLP)機制,公司未部署能夠監控或阻擋使用者將被標記為敏感的資料透過非官方管道外傳的系統。,"CNS 27001, A.8.12"
人員,內部人員 (主管),5. 授權或審核疏失 (Negligence in authorization or review),因業務繁忙或過度信任，對於權限申請、採購單、付款單未經詳細審核即予批准，可能導致舞弊或資源浪費。,"ISO/IEC 27005, A.10, TI03",內部人員 (意外),主管在手機上一次性地批准了數十個系統權限申請，未仔細查看每個申請的必要性。,"NIST SP 800-30, G-4",權限申請與審核流程設計不當,審核流程未能提供足夠的資訊（如風險級）讓主管快速做出正確判斷。,"CNS 27001, A.5.18"
人員,內部人員 (主管),6. 在公開場合討論敏感業務 (Discussing sensitive business in public),主管在餐廳、高鐵或機場公共場所，透過電話或與同事討論公司的敏感業務（如併購案、裁員計畫）。,"ISO/IEC 27005, A.10, TH07",內部人員 (意外),兩位主管在高鐵上大聲討論下一季的產品開發計畫，被鄰座的競爭對手聽到。,"NIST SP 800-30, G-4",缺乏對員工的保密意識宣導,未對員工（特別是高階主管）進行關於如何在公司外部環境保護商業機密的教育訓練。,"CNS 27001, A.6.3"
人員,內部人員 (主管),7. 未落實監督管理之責 (Failure to enforce supervision),主管未能有效監督部屬的行為，或對部屬違反資安政策的行為睜一隻眼閉一隻眼，導致內部控管失效。,"ISO/IEC 27005, A.10, TI01",內部人員 (意外),主管知道某位部屬經常將公司筆電借給家人使用，但認為事小而未加制止。,"NIST SP 800-30, G-4",主管的資安責任未被明確定義,公司的資安政策中，未明確定義各級主管在資訊安全管理上應負的監督、宣導與考核責任。,"CNS 27001, A.5.2"
人員,內部人員 (主管),8. 行動裝置失竊或遺失 (Loss or theft of mobile device),存有大量公司郵件與檔案的主管手機或平板，在出差或日常通勤中遺失或被竊。,"ISO/IEC 27005, A.10, TH06",內部人員 (意外) / 外部攻擊者,主管將手機遺留在計程車上。,"NIST SP 800-30, G-4",未導入行動裝置管理(MDM)方案,公司未導入MDM方案來強制行動裝置設定螢幕鎖、進行磁碟加密，以及在遺失時能遠端清除資料。,"CNS 27001, A.8.1"
人員,內部人員 (主管),9. 離職程序不當 (Improper offboarding process),高階主管離職時，其所掌管的各項系統存取權限未被及時、完整地移除，或未取回其持有的公司重要資料。,"ISO/IEC 27005, A.10, TI03",內部人員 (意外),人資部門與IT部門之間的離職通報流程有延遲，導致已離職主管的帳號數日後仍可登入VPN。,"NIST SP 800-30, G-4",缺乏標準化與自動化的離職程序,離職員工的權限移除仍依賴人工作業，缺乏一個能連動人資系統、自動化停用所有相關帳號的機制。,"CNS 27001, A.5.18"
人員,內部人員 (主管),10. 遭受勒索或脅迫 (Blackmail or coercion),主管因個人因素（如債務、婚外情）而遭受外部人士脅迫，被迫利用其職權竊取公司資料或從事有害公司的行為。,"NIST SP 800-30, D-2",外部攻擊者,攻擊者掌握了某位主管的個人隱私，並以此要脅他提供公司的客戶資料。,"NIST SP 800-30, D-2",缺乏對異常行為的偵測,未能從系統活動紀錄（如在非上班時間大量下載檔案）或個人行為中，及早發現可能的異常狀況。,"CNS 27001, A.8.16"
人員,內部人員 (承辦人),1. 網路釣魚攻擊 (Phishing attack),員工收到偽冒成IT部門、銀行或知名服務的郵件，點擊其中的惡意連結或附件，導致帳號密碼外洩或電腦感染惡意軟體。,"ISO/IEC 27005, A.10, TI02",外部攻擊者,駭客大量發送偽裝成公司通知的電子郵件，誘騙使用者點擊連結並輸入帳號密碼。,"NIST SP 800-30, D-2",缺乏持續性的資安意識教育訓練,員工未被訓練如何辨識釣魚郵件的特徵（如：寄件人可疑、用語急迫、連結有異）。,"CNS 27001, A.6.3"
人員,內部人員 (承辦人),2. 無意間的錯誤操作 (Unintentional error),員工因操作失誤、不熟悉流程或疲勞，意外刪除重要檔案、寄錯郵件、或在系統中輸入錯誤的資料。,"ISO/IEC 27005, A.10, TI03",內部人員 (意外),承辦人員在整理客戶郵件列表時，不慎將A客戶的報價單，寄給了B客戶。,"NIST SP 800-30, G-4",缺乏防呆機制與操作覆核,系統對於高風險操作（如刪除、大量寄信）未設計確認提示或需要第二人覆核的機制。,"CNS 27001, A.8.25"
人員,內部人員 (承辦人),3. 弱密碼或密碼重複使用 (Weak or reused passwords),"員工設定過於簡單的密碼（如 123456, password），或在多個不同的系統（包含私人的社群網站）上使用相同的密碼。","ISO/IEC 27005, A.10, TI01",內部人員 (意外),員工在外部網站使用的密碼，因該網站資料外洩而被竊取，攻擊者利用相同的密碼成功登入公司系統。,"NIST SP 800-30, G-4",密碼政策執行不力,系統未強制要求密碼的複雜度，或未導入多因子驗證(MFA)來彌補密碼的不足。,"CNS 27001, A.5.17"
人員,內部人員 (承辦人),4. 將機敏資料存放在不安全的位置 (Storing sensitive data in insecure locations),員工為了工作方便，將包含客戶個資或公司機密的檔案，存放在自己的電腦桌面、未加密的USB隨身碟或個人的雲端硬碟。,"ISO/IEC 27005, A.10, TH07",內部人員 (意外),員工將處理中的客戶資料表，直接存在C槽桌面，而非存放在受保護的網路磁碟機上。,"NIST SP 800-30, G-4",缺乏資料分類與處理規範,公司未明確定義何謂敏感資料，也未提供員工安全、便利的工具來處理這些資料。,"CNS 27001, A.5.12"
人員,內部人員 (承辦人),5. 惡意軟體感染 (Malware infection),員工瀏覽惡意網站、下載來路不明的軟體或檔案，導致電腦感染病毒、木馬或勒索軟體。,"ISO/IEC 27005, A.10, TH10",外部攻擊者,員工為了下載免費的破解軟體，從不安全的網站下載了被捆綁木馬程式的安裝檔。,"NIST SP 800-30, D-2",端點防護與網頁過濾機制不足,電腦的防毒軟體無法偵測新型惡意軟體，或公司未部署能阻擋員工連線至已知惡意網站的網頁過濾器。,"CNS 27001, A.8.7"
人員,內部人員 (承辦人),6. 未落實桌面淨空及螢幕淨空 (Failure to apply clear desk and clear screen),員工離開座位時，未將桌面上的敏感文件收拾妥當，也未將電腦螢幕上鎖，讓路過的人員可輕易看到或取走資料。,"ISO/IEC 27005, A.10, TH07",內部人員 / 外部人員,員工去洗手間但未鎖定螢幕，其電腦上的敏感郵件內容被隔壁同事看到。,"NIST SP 800-30, G-4",「桌面淨空、螢幕淨空」政策宣導不足,未將此政策納入新人訓練與定期的資安宣導中，員工不了解其重要性。,"CNS 27001, A.7.7"
人員,內部人員 (承辦人),7. 未經授權安裝軟體 (Unauthorized software installation),員工在公司電腦上，自行安裝未經IT部門許可的軟體（如P2P軟體、遊戲、遠端遙控軟體），可能帶來漏洞或後門。,"ISO/IEC 27005, A.10, TH10",內部人員 (意外/惡意),員工為了從家裡連回公司電腦，自行安裝了來路不明的遠端桌面軟體。,"NIST SP 800-30, D-2",缺乏軟體安裝權限管制,一般使用者被授予本機管理員權限，可以自行在電腦上安裝任何軟體。,"CNS 27001, A.8.7"
人員,內部人員 (承辦人),8. 公私網路混用 (Mixing of personal and corporate networks),員工使用公司筆電連回家中或公共場所（如咖啡廳）的不安全Wi-Fi，增加了設備被攻擊或監聽的風險。,"ISO/IEC 27005, A.10, TH07",環境因素,員工在家工作時，其家用Wi-Fi分享器使用預設密碼且韌體老舊，已被鄰居或駭客入侵。,"NIST SP 800-30, D-2",遠端工作安全措施不足,公司筆電未強制啟用個人防火牆，也未要求所有對外連線都必須透過VPN進行加密。,"CNS 27001, A.8.21"
人員,內部人員 (承辦人),9. 設備遺失或失竊 (Loss or theft of equipment),員工在通勤或出差途中，遺失或被竊了公司配發的筆記型電腦或手機。,"ISO/IEC 27005, A.10, TH06",內部人員 (意外) / 外部攻擊者,員工將公司筆電放在車上，結果車窗被打破，筆電被偷走。,"NIST SP 800-30, G-4",缺乏設備遺失的應變程序,未教育員工在設備遺失的第一時間應立即通報IT部門，以便遠端鎖定或清除資料。,"CNS 27001, A.5.26"
人員,內部人員 (承辦人),10. 惡意行為 (Malicious acts),心懷不滿或即將離職的員工，濫用其職務上所被授予的存取權限，竊取、竄改或刪除其經手的資料。,"ISO/IEC 27005, A.10, TH08",敵對的內部人員,即將離職的業務人員，將其負責的所有客戶聯絡資料與交易紀錄，從CRM系統中匯出並刪除。,"NIST SP 800-30, D-2",缺乏對使用者行為的異常偵測,未導入使用者行為分析(UBA)系統，來偵測員工是否有異常的資料存取行為（如短時間內大量下載）。,"CNS 27001, A.8.16"
人員,外部人員 (委外廠商),1. 廠商的遠端連線遭濫用 (Abuse of remote access),"委外廠商的維護用遠端連線帳號(VPN, RDP)被駭，或被廠商內部非授權人員使用，導致攻擊者可藉此管道直接進入公司內網。","NIST SP 800-30, D-2",供應商,廠商工程師的電腦感染惡意軟體，其儲存的VPN密碼被竊取。,"NIST SP 800-30, D-2",遠端連線缺乏嚴格管制,提供給廠商的VPN帳號為永久有效、多人共用，且未限制其僅能存取特定主機或在特定時間連線。,"CNS 27001, A.5.22"
人員,外部人員 (委外廠商),2. 廠商人員的惡意行為 (Malicious acts by vendor personnel),委外廠商派駐在公司內部，或可遠端存取系統的人員，利用其權限竊取公司資料或進行破壞。,"ISO/IEC 27005, A.10, TH06",供應商,駐點的委外工程師，私下將公司的系統架構圖與設定檔複製出去。,"NIST SP 800-30, D-2",對委外人員的背景調查與監督不足,未要求委外廠商需對其派駐人員進行背景調查，也未對其在公司內部的系統操作進行監控。,"CNS 27001, A.5.20"
人員,外部人員 (委外廠商),3. 供應鏈攻擊 (Supply chain attack),委外開發的軟體或廠商提供的軟體更新包中，被植入了惡意程式碼，導致公司在安裝或更新時受害。,"NIST SP 800-30, D-2",供應商 / 外部攻擊者,軟體開發商的開發環境被入侵，導致其發布的官方軟體中含有惡意程式碼。,"NIST SP 800-30, D-2",未對委外交付的軟體進行安全檢測,未對廠商提供的軟體安裝檔或原始碼，進行病毒掃描、源碼檢測(SAST)或完整性驗證。,"CNS 27001, A.5.21"
人員,外部人員 (委外廠商),4. 機敏資料處理不當 (Mishandling of sensitive data),公司提供給委外廠商的機敏資料（如客戶個資、系統原始碼），被廠商存放在不安全的環境或用於非約定用途。,"ISO/IEC 27005, A.10, TH07",供應商 (意外),委外行銷公司將公司提供的客戶名單，上傳到一個公開的雲端硬碟，以便其員工在家工作。,"NIST SP 800-30, G-4",供應商協議中對資安要求不足,與委外廠商的合約或保密協議(NDA)中，未明確規範其處理我方資料時應遵守的安全標準與法律責任。,"CNS 27001, A.5.20"
人員,外部人員 (委外廠商),5. 廠商的資安事件影響擴散 (Cascading effect from vendor's security incident),委外廠商自身遭到勒索軟體攻擊或資料外洩，因雙方系統有連線，導致攻擊擴散至公司內網，或存放在廠商處的我方資料遭竊。,"NIST SP 800-30, D-2",供應商,與公司有VPN連線的供應商遭到勒索軟體攻擊，病毒透過VPN擴散至公司網路。,"NIST SP 800-30, D-2",供應商網路連線缺乏隔離與監控,未將來自供應商的連線，置於一個獨立的網路區域(DMZ)中，並對其流量進行嚴格的監控與存取控制。,"CNS 27001, A.5.22"
人員,外部人員 (委外廠商),6. 廠商離場時未歸還資產或移除權限 (Improper vendor offboarding),專案結束或合約終止時，未確實收回廠商人員的門禁卡、識別證，或未及時移除其所有系統存取權限。,"ISO/IEC 27005, A.10, TI03",內部人員 (意外),IT部門未被告知某個委外專案已結束，因此廠商的VPN帳號仍持續有效。,"NIST SP 800-30, G-4",缺乏標準化的廠商離場程序,沒有一個跨部門的標準流程，來確保在與廠商結束合作時，能完整地收回所有實體與邏輯資產。,"CNS 27001, A.5.23"
人員,外部人員 (委外廠商),7. 廠商人員缺乏資安意識 (Lack of security awareness in vendor personnel),委外廠商的人員未接受過足夠的資安訓練，容易成為社交工程的受害者，或在處理我方資料時犯下低級錯誤。,"ISO/IEC 27005, A.10, TI02",供應商 (意外),委外廠商的客服人員，被一通偽裝成我方IT人員的電話，騙取了系統登入密碼。,"NIST SP 800-30, G-4",供應商評選未考慮其資安成熟度,在選擇供應商時，未將其是否具備資安認證(如ISO 27001)、是否對員工進行資安訓練納入評估。,"CNS 27001, A.5.20"
人員,外部人員 (委外廠商),8. 智慧財產權糾紛 (Intellectual property disputes),委外廠商在開發過程中，使用了未經授權的開源軟體或盜版元件，或將為我方開發的專有程式碼重複用於其他客戶，引發法律風險。,"ISO/IEC 27005, A.10, TL01",供應商,委外開發商為了節省時間，從GitHub上複製了一段GPL授權的程式碼，用於公司的商業軟體中。,"NIST SP 800-30, D-2",合約中對智慧財產權的規範不清,未在合約中明確定義交付成果的智慧財產權歸屬，以及廠商應擔負的軟體授權合規責任。,"CNS 27001, A.5.33"
人員,外部人員 (委外廠商),9. 廠商的實體安全不足 (Insufficient physical security at vendor's site),處理我方實體資料（如文件、樣品）或存有我方數位資料的伺服器，其位於廠商端的辦公室或機房實體安全不足，有遭竊風險。,"ISO/IEC 27005, A.10, TH06",供應商,委外文件銷毀廠商的處理廠區保全鬆散，導致應銷毀的文件在處理前被竊。,"NIST SP 800-30, D-2",缺乏對供應商的實地稽核,未定期對處理敏感資料的關鍵供應商，進行實地的安全稽核。,"CNS 27001, A.5.22"
人員,外部人員 (委外廠商),10. 轉包風險 (Subcontractor risk),主要的委外廠商，又將部分工作轉包給其下游的第三方、第四方廠商，導致風險管理變得更加複雜且難以掌控。,"NIST SP 800-30, D-2",供應商,我方的軟體開發包給A公司，A公司又將測試工作包給B公司，但B公司的資安能力完全未知。,"NIST SP 800-30, D-2",合約中未限制或規範轉包行為,未在合約中要求廠商若需轉包，必須事先通知我方並取得同意，且轉包商必須遵守相同的安全要求。,"CNS 27001, A.5.20"
人員,外部人員 (稽核人員),1. 取得過高的系統存取權限 (Granted excessive system access),為了方便稽核，IT人員給予稽核員一個具有系統管理員權限的帳號，而非僅限其稽核範圍所需的唯讀權限。,"ISO/IEC 27005, A.10, TI03",內部人員 (意外),IT管理員直接複製自己的帳號給稽核員使用，忘了其帳號屬於Domain Admin群組。,"NIST SP 800-30, G-4",未建立專門的稽核角色與權限,未在各主要系統中，預先設計一個專供稽核使用的、具備廣泛唯讀權限但無寫入權限的角色。,"CNS 27001, A.5.15"
人員,外部人員 (稽核人員),2. 機敏資料處理不當 (Mishandling of sensitive data),稽核人員將含有公司機敏資料的稽核底稿、系統設定檔匯出、員工訪談紀錄，儲存於未加密的個人筆電或USB中。,"ISO/IEC 27005, A.10, TH07",供應商 (意外),稽核員在完成稽核後，不慎遺失了存有公司大量內部資料的筆電。,"NIST SP 800-30, G-4",未與外部人員簽訂保密與安全協議,未在合約或保密協議(NDA)中，明確要求外部稽核夥伴需遵守的資料保護規範（如加密要求）。,"CNS 27001, A.5.20"
人員,外部人員 (稽核人員),3. 稽核過程導致系統不穩或中斷 (System disruption during audit),稽核人員在執行弱點掃描或滲透測試技術性稽核時，因工具或操作不當，導致生產系統效能下降或服務中斷。,"ISO/IEC 27005, A.10, TO01",供應商 (意外),稽核員在上班時間，對生產資料庫執行了一個高負載的弱點掃描，導致資料庫回應緩慢。,"NIST SP 800-30, G-4",技術性稽核缺乏規劃與監督,未要求稽核廠商在測試前需提供詳細的測試計畫，也未安排IT人員在旁監督測試過程。,"CNS 27001, A.8.8"
人員,外部人員 (稽核人員),4. 稽核員的筆電不安全 (Insecure auditor's laptop),稽核員帶來公司內部使用的筆電，其本身未安裝防毒軟體、未及時更新，或已感染惡意軟體，對內網造成威脅。,"ISO/IEC 27005, A.10, TH10",供應商,稽核員的筆電在連入公司訪客網路後，開始對內部網路進行惡意掃描。,"NIST SP 800-30, D-2",訪客網路未與內部網路有效隔離,訪客網路可以直接存取到公司內部網路的資源。,"CNS 27001, A.8.20"
人員,外部人員 (稽核人員),5. 稽核報告外洩 (Leakage of audit report),包含公司大量安全弱點與管理缺失的稽核報告，在交付後或交付過程中，被稽核公司或我方人員不當處理而外洩。,"ISO/IEC 27005, A.10, TH07",供應商 / 內部人員 (意外),稽核公司透過未加密的電子郵件寄送稽核報告，被中間人攔截。,"NIST SP 800-30, G-4",缺乏安全的資料交換程序,未建立一個安全的管道（如加密郵件、安全的檔案分享平台）來傳遞高度敏感的文件。,"CNS 27001, A.8.24"
人員,外部人員 (稽核人員),6. 稽核員的惡意行為 (Malicious acts by auditor),不肖的稽核人員，利用被授予的稽核權限，竊取其稽核範圍以外的商業機密，或在系統中植入後門。,"NIST SP 800-30, D-2",供應商,稽核員在檢查Active Directory設定時，私下將一個帳號加入了網域管理員群組。,"NIST SP 800-30, D-2",缺乏對稽核人員活動的監控,未對提供給稽核員的帳號，其所有的登入與操作活動進行詳細的日誌記錄與審核。,"CNS 27001, A.8.15"
人員,外部人員 (稽核人員),7. 稽核員的社交工程 (Social engineering by auditor),稽核人員（特別是執行滲透測試時）對員工進行社交工程，測試員工的警覺性，但可能導致員工受騙而洩漏真實的機敏資訊。,"ISO/IEC 27005, A.10, TI02",供應商,執行紅隊演練的稽核員，成功騙取了IT服務台的密碼重設權限。,"NIST SP 800-30, D-2",社交工程演練範圍與規則未明確定義,演練前未與高層主管明確定義可用的攻擊手法、目標對象，以及在成功騙取資訊後應如何處理。,"CNS 27001, A.6.3"
人員,外部人員 (稽核人員),8. 稽核員的專業能力不足 (Insufficient professional competence),稽核公司派來的稽核員，對於特定的技術領域（如雲端安全、容器安全）或產業法規不熟悉，導致稽核無法發現深層的問題。,"ISO/IEC 27005, A.10, TI03",供應商,負責稽核雲端環境的稽核員，僅使用傳統的網路掃描工具，未能評估IAM權限設定雲端特有的風險。,"NIST SP 800-30, G-4",供應商評選未考慮其專業能力,在選擇稽核公司時，未審核其過往實績，或要求檢視預計投入的稽核員其專業證照與經驗。,"CNS 27001, A.5.20"
人員,外部人員 (稽核人員),9. 稽核結束後權限未移除 (Failure to revoke access after audit),稽核工作結束後，提供給稽核員的實體或邏輯存取權限，未被及時移除，成為潛在的安全後門。,"ISO/IEC 27005, A.10, TI03",內部人員 (意外),IT部門在稽核結束後，僅停用了稽核員的AD帳號，但忘了刪除其在防火牆上的遠端存取規則。,"NIST SP 800-30, G-4",缺乏對臨時權限的生命週期管理,未建立一個機制來追蹤所有被授予的臨時權限，並確保其在到期後會被自動或手動移除。,"CNS 27001, A.5.18"
